"Name","NA_Sales","Year","Genre"
"motion explosion!","0.05","2011","Misc"
"motionsports","0.38","2010","Sports"
"motionsports: adrenaline","0.14","2011","Sports"
"moto racer","0.45","1997","Racing"
"moto racer 2","0.39","1997","Racing"
"moto racer advance","0.01","2002","Racing"
"moto racer ds","0","2008","Racing"
"moto racer world tour","0.21","2000","Racing"
"motocross mania","0.44","2001","Racing"
"motocross mania 3","0.05","2004","Racing"
"motocross maniacs advance","0.2","2002","Racing"
"motogp","0.06","2002","Racing"
"motogp '06","0.11","2006","Racing"
"motogp '07","0.23","2007","Racing"
"motogp 07","0.05","2007","Racing"
"motogp 08","0.07","2008","Racing"
"motogp 09/10","0.05","2010","Racing"
"motogp 10/11","0.04","2011","Racing"
"motogp 14","0.04","2014","Racing"
"motogp 15","0","2015","Racing"
"motogp 2","0.07","2003","Racing"
"motogp 2: ultimate racing technology","0.07","2001","Racing"
"motogp 3 - official game of motogp","0.06","2003","Racing"
"motogp 4 - official game of motogp","0.03","2005","Racing"
"motor toon grand prix (japan)","0","1994","Racing"
"motor trend presents lotus challenge","0.02","2003","Racing"
"motorhead","0.02","1998","Racing"
"motorstorm","1.53","2006","Racing"
"motorstorm rc","0","2012","Racing"
"motorstorm: apocalypse","0.21","2011","Racing"
"motorstorm: arctic edge","0.16","2009","Racing"
"motorstorm: pacific rift","0.43","2008","Racing"
"motto hayaku! seikaku ni! suu sense keisan ryuoku up training - suutore","0","2008","Misc"
"motto nuga-cel!","0","2010","Adventure"
"motto toeic test ds training","0","2008","Misc"
"motto! sonicomi","0","2014","Simulation"
"motto! stitch! ds rhythm de rakugaki daisakusen","0","2010","Misc"
"moujuutsukai to oujisama","0","2010","Adventure"
"moujuutsukai to oujisama portable","0","2011","Adventure"
"moujuutsukai to oujisama: snow bride","0","2011","Adventure"
"moujuutsukai to oujisama: snow bride portable","0","2012","Adventure"
"mount & blade","0","2008","Role-Playing"
"mount & blade collection","0","2012","Role-Playing"
"mount & blade: warband","0.01","2010","Role-Playing"
"mountain king","0.29","1982","Action"
"mountain sports","0.11","2009","Sports"
"mouse trap","0.38","1981","Action"
"mousetrap / operation / simon","0.12","2005","Misc"
"moxie girlz","0.07","2011","Misc"
"moyashimon ds","0","2009","Action"
"mr bean's wacky world of wii","0","2009","Adventure"
"mr. do!","0.26","1982","Action"
"mr. do!'s castle","0.15","1983","Action"
"mr. driller","0.02","1999","Puzzle"
"mr. driller 2","0","2001","Puzzle"
"mr. driller: drill spirits","0.08","2004","Puzzle"
"mrc: multi-racing championship","0.2","1997","Racing"
"ms saga: a new dawn","0.02","2005","Role-Playing"
"ms. pac-man","1.54","1981","Puzzle"
"ms. pac-man maze madness","0.4","2004","Puzzle"
"ms. pac-man: maze madness","0.18","2000","Puzzle"
"ms. pac-man: maze madness / pac-man world","0.17","2005","Puzzle"
"mtv celebrity deathmatch","0.37","2003","Fighting"
"mtv music generator","0.26","1999","Misc"
"mtv music generator 2","0.08","2001","Misc"
"mtv music generator 3: this is the remix","0.07","2004","Misc"
"mtv sports: pure ride","0.07","2000","Sports"
"mtx mototrax","0.13","2004","Racing"
"mucha lucha! mascaritas of the lost code","0.05","2003","Fighting"
"muchi muchi pork & pink sweets","0","2011","Shooter"
"mugen keitai disgaea","0","2007","Role-Playing"
"mugen no frontier: super robot taisen og saga exceed","0","2010","Role-Playing"
"mugen souls","0.04","2012","Role-Playing"
"mugen souls z","0.02","2013","Role-Playing"
"muppet racemania","0.09","1999","Racing"
"muppets party cruise","0.03","2003","Misc"
"murakumo: renegade mech pursuit","0.04","2002","Shooter"
"muramasa: the demon blade","0.33","2009","Role-Playing"
"murder in venice","0.06","2011","Adventure"
"murder, she wrote","0","2009","Adventure"
"murdered: soul suspect","0.09","2014","Action"
"musashi: samurai legend","0.07","2005","Role-Playing"
"mushi bugyou","0","2013","Action"
"mushihimesama","0","2012","Action"
"mushihimesama futari ver 1.5","0","2009","Shooter"
"mushishi: amefuru sato","0","2008","Simulation"
"mushroom men: rise of the fungi","0.1","2008","Action"
"mushroom men: the spore wars","0.17","2008","Action"
"music maker","0.15","2001","Misc"
"music maker: rockstar","0.02","2009","Misc"
"musou orochi z","0","2009","Action"
"musou tourou","0","2009","Strategy"
"muv-luv alternative","0","2012","Simulation"
"muv-luv alternative: total eclipse","0","2013","Simulation"
"muvluv double pack","0","2016","Adventure"
"mvp 06 ncaa baseball","0.62","2006","Sports"
"mvp baseball","0.2","2005","Sports"
"mvp baseball 2003","0.51","2003","Sports"
"mvp baseball 2004","1.1","2004","Sports"
"mvp baseball 2005","1.26","2005","Sports"
"mx 2002 featuring ricky carmichael","0.27","2001","Racing"
"mx superfly featuring ricky carmichael","0.07","2002","Racing"
"mx unleashed","0.94","2004","Racing"
"mx vs. atv reflex","0.52","2009","Racing"
"mx vs. atv supercross","0.03","2014","Racing"
"mx vs. atv supercross encore","0","2015","Sports"
"mx vs. atv unleashed","0.86","2005","Racing"
"mx vs. atv unleashed: on the edge","0.64","2006","Racing"
"mx vs. atv untamed","0.35","2007","Racing"
"mx vs. atv: alive","0.37","2011","Racing"
"mx world tour featuring jamie little","0.08","2005","Racing"
"mxgp 2","0.02","2016","Racing"
"mxrider","0.16","2001","Racing"
"my amusement park","0.06","2010","Misc"
"my animal centre","0","2009","Simulation"
"my baby 3 & friends","0.13","2010","Simulation"
"my baby boy","0.3","2008","Simulation"
"my baby girl","0.61","2008","Simulation"
"my baby: first steps","0.28","2009","Simulation"
"my ballet studio","0.02","2009","Simulation"
"my body coach","0","2009","Sports"
"my boyfriend","0.1","2008","Simulation"
"my chinese coach","0.11","2008","Misc"
"my doitall","0.02","2009","Misc"
"my dress-up","0.06","2008","Misc"
"my english coach: para hispanoparlantes","0.08","2009","Misc"
"my farm around the world","0.11","2008","Simulation"
"my fashion studio","0.41","2007","Misc"
"my first dollhouse","0.1","2010","Misc"
"my first songs","0","2010","Misc"
"my fitness coach","1.2","2008","Sports"
"my fitness coach 2: exercise and nutrition","0.14","2009","Sports"
"my fitness coach: club","0","2011","Sports"
"my french coach","0.15","2007","Misc"
"my friends","0.07","2009","Misc"
"my frogger: toy trials","0.02","2006","Action"
"my fun facts coach","0.07","2008","Misc"
"my hero academia: battle for all","0","2016","Action"
"my hero: doctor","0.02","2009","Action"
"my horse & me","0.33","2007","Sports"
"my horse & me: riding for gold","0.05","2008","Sports"
"my japanese coach","0.25","2008","Misc"
"my little baby","0","2008","Simulation"
"my little pony: pinkie pie's party","0.72","2008","Adventure"
"my little sister can't be this cute portable","0","2012","Action"
"my make-up","0.08","2008","Misc"
"my pet chimp","0.06","2010","Simulation"
"my pet shop","0.06","2008","Simulation"
"my pet shop (jp sales)","0","2008","Simulation"
"my sat coach with the princeton review","0.1","2008","Misc"
"my secret world by imagine","0","2008","Misc"
"my spanish coach","0.4","2007","Misc"
"my stop smoking coach: allen carr's easyway","0.07","2008","Misc"
"my street","0.12","2003","Misc"
"my virtual tutor: reading adventure first to second grade","0.38","2009","Misc"
"my virtual tutor: reading adventure kindergarten to first","0.25","2009","Misc"
"my virtual tutor: reading adventure pre-k to kindergarten","0.29","2009","Misc"
"my weight loss coach","0.3","2008","Sports"
"my word coach","0.37","2007","Misc"
"my world, my way (us sales)","0.04","2008","Role-Playing"
"myself; yourself","0","2007","Adventure"
"mysims","1.59","2007","Simulation"
"mysims agents","0.55","2009","Adventure"
"mysims collection","0.13","2010","Misc"
"mysims kingdom","0.81","2008","Simulation"
"mysims party","0.15","2009","Simulation"
"mysims racing","0.26","2009","Racing"
"mysims skyheroes","0.22","2010","Action"
"myst","0","1994","Adventure"
"myst iii: exile","0.14","2002","Adventure"
"myst iv: revelation","0.04","2005","Adventure"
"mystereet","0","2006","Adventure"
"mystery case files: millionheir","0.76","2008","Adventure"
"mystery case files: ravenhearst","0.01","2007","Puzzle"
"mystery case files: the malgrave incident","0.19","2011","Adventure"
"mystery dungeon: shiren the wanderer","0.18","2006","Role-Playing"
"mystery legends: beauty and the beast","0","2012","Puzzle"
"mystery p.i. - portrait of a thief","0.11","2008","Adventure"
"mystery stories: curse of the ancient spirits","0.05","2011","Adventure"
"mystery tales 2: the spirit mask","0","2011","Puzzle"
"mystery tales of time travel","0.01","2010","Puzzle"
"mystery trackers: the void","0","2011","Puzzle"
"mystic ark","0","1995","Role-Playing"
"mystic heroes","0.03","2002","Action"
"mystical ninja starring goemon","0.07","1997","Action"
"myth makers: orbs of doom","0.05","2007","Puzzle"
"myth makers: super kart gp","0.01","2007","Racing"
"myth makers: trixie in toyland","0.04","2008","Platform"
"mytran wars","0.08","2009","Strategy"
"n+","0.06","2007","Platform"
"n2o: nitrous oxide","0.09","1998","Racing"
"n3 ii: ninety-nine nights","0.06","2010","Action"
"n3: ninety-nine nights","0.2","2006","Action"
"nacho libre","0.03","2006","Action"
"nagano winter olympics '98","0.07","1997","Sports"
"nagano winter olympics 98","0.15","1997","Sports"
"nail'd","0.08","2010","Racing"
"nakayoshi all-stars: mezase gakuen idol","0","2008","Misc"
"namco classic fighter collection","0.08","2008","Fighting"
"namco museum","3","2001","Misc"
"namco museum 50th anniversary (jp sales)","0","2005","Misc"
"namco museum 64","1.24","1999","Misc"
"namco museum battle collection","0.75","2005","Misc"
"namco museum battle collection (jp sales)","0","2005","Misc"
"namco museum ds","1.18","2007","Misc"
"namco museum megamix","0.2","2010","Misc"
"namco museum remix","0.68","2007","Misc"
"namco museum vol.1","2.12","1995","Misc"
"namco museum vol.2","0.03","1996","Misc"
"namco museum vol.3","2.28","1996","Misc"
"namco museum vol.4","0.02","1996","Misc"
"namco museum vol.5","0.02","1996","Misc"
"namco museum: 50th anniversary","2.08","2005","Misc"
"namco museum: virtual arcade","0.27","2008","Misc"
"namco soccer prime goal","0","1995","Sports"
"namco tennis smash court","0","1995","Sports"
"nana: live staff daiboshuu! shoshinsha kangei","0","2007","Action"
"nanashi no game","0","2008","Adventure"
"nanashi no game me","0","2009","Action"
"nanatsuiro * drops pure!!","0","2007","Adventure"
"nancy drew: alibi in ashes","0.03","2011","Adventure"
"nancy drew: the hidden staircase","0.16","2008","Adventure"
"nancy drew: the model mysteries","0.09","2010","Puzzle"
"nancy drew: the mystery of the clue bender society","0.24","2008","Adventure"
"nancy drew: the white wolf of icicle creek","0.14","2008","Adventure"
"nanda's island","0.04","2009","Puzzle"
"nano assault","0.08","2011","Shooter"
"nano diver","0","2011","Action"
"nanobreaker","0.03","2005","Action"
"nanostray","0.05","2005","Shooter"
"nanostray 2","0.03","2008","Shooter"
"nanotek warrior","0.01","1997","Shooter"
"napoleon dynamite: the game","0.03","2007","Puzzle"
"napoleon: total war","0.02","2010","Strategy"
"naraku no shiro","0","2008","Adventure"
"narc","0.18","2005","Shooter"
"narcissus: moshimo ashita ga runara","0","2010","Adventure"
"naruto rpg 2: chidori vs rasengan","0","2005","Role-Playing"
"naruto rpg 3: rejiuu vs konoha shoutai","0","2006","Role-Playing"
"naruto shippuden 3d: the new era","0","2011","Action"
"naruto shippuden: clash of ninja revolution 3","0.45","2009","Fighting"
"naruto shippuden: dairansen! kage bunshin emaki","0","2008","Action"
"naruto shippuden: dragon blade chronicles","0.11","2009","Action"
"naruto shippuden: gekito ninja taisen! ex","0","2007","Fighting"
"naruto shippuden: gekito ninja taisen! ex 2","0","2007","Fighting"
"naruto shippuden: gekito ninja taisen! ex 3","0","2008","Fighting"
"naruto shippuden: gekito ninja taisen! special","0","2010","Fighting"
"naruto shippuden: kizuna drive","0.04","2010","Action"
"naruto shippuden: legends: akatsuki rising","0.14","2009","Fighting"
"naruto shippuden: naruto vs. sasuke","0.08","2008","Action"
"naruto shippuden: ninja council 4","0.09","2007","Action"
"naruto shippuden: ninja destiny 2","0.19","2008","Fighting"
"naruto shippuden: ninja destiny 3","0","2006","Fighting"
"naruto shippuden: shinobi rumble","0.03","2010","Fighting"
"naruto shippuden: ultimate ninja 4","0.26","2007","Fighting"
"naruto shippuden: ultimate ninja 5","0","2007","Fighting"
"naruto shippuden: ultimate ninja heroes 3","0.13","2009","Fighting"
"naruto shippuden: ultimate ninja impact","0.09","2011","Fighting"
"naruto shippuden: ultimate ninja storm 2","0.42","2010","Fighting"
"naruto shippuden: ultimate ninja storm 3","0.32","2013","Fighting"
"naruto shippuden: ultimate ninja storm 4","0.39","2016","Fighting"
"naruto shippuden: ultimate ninja storm collection","0","2016","Action"
"naruto shippuden: ultimate ninja storm generations","0.27","2012","Fighting"
"naruto shippuden: ultimate ninja storm revolution","0.15","2014","Fighting"
"naruto shippuuden: shinobi retsuden iii","0","2009","Action"
"naruto ultimate collection","0.06","2008","Misc"
"naruto: clash of ninja","0.53","2003","Fighting"
"naruto: clash of ninja (jp sales)","0","2003","Fighting"
"naruto: clash of ninja 2","0.44","2003","Fighting"
"naruto: clash of ninja revolution","0.45","2007","Fighting"
"naruto: clash of ninja revolution 2","0.34","2008","Fighting"
"naruto: gekito ninja taisen! 3","0","2004","Fighting"
"naruto: gekito ninja taisen! 4","0","2005","Fighting"
"naruto: ninja council","0.16","2003","Action"
"naruto: ninja council 2 european version","0","2005","Fighting"
"naruto: ninja council 3","0.39","2006","Action"
"naruto: ninja destiny","0.02","2006","Fighting"
"naruto: ninja destiny (us sales)","0.31","2006","Fighting"
"naruto: path of the ninja","0.37","2007","Role-Playing"
"naruto: path of the ninja 2","0.22","2006","Role-Playing"
"naruto: powerful shippuden","0.08","2012","Platform"
"naruto: rise of a ninja","0.29","2007","Action"
"naruto: the broken bond","0.24","2008","Action"
"naruto: ultimate ninja","0.5","2003","Fighting"
"naruto: ultimate ninja (jp sales)","0","2003","Fighting"
"naruto: ultimate ninja 2","0.47","2004","Fighting"
"naruto: ultimate ninja 3","0.36","2005","Fighting"
"naruto: ultimate ninja 3 (jp sales)","0","2005","Fighting"
"naruto: ultimate ninja heroes","0.26","2006","Fighting"
"naruto: ultimate ninja heroes (jp sales)","0","2006","Fighting"
"naruto: ultimate ninja heroes 2 - the phantom fortress","0.14","2006","Fighting"
"naruto: ultimate ninja storm","0.49","2008","Fighting"
"naruto: uzumaki chronicles 2","0.28","2006","Action"
"naruto: uzumaki chronicles 2 (jp sales)","0","2006","Action"
"nascar","0.09","2006","Racing"
"nascar '14","0.15","2014","Racing"
"nascar '15","0.15","2015","Sports"
"nascar 06: total team control","0.53","2005","Racing"
"nascar 07","0.06","2006","Racing"
"nascar 08","0.26","2007","Racing"
"nascar 09","0.26","2008","Racing"
"nascar 2000","0.88","1999","Racing"
"nascar 2001","0.45","2000","Racing"
"nascar 2005: chase for the cup","0.69","2004","Racing"
"nascar 2011: the game","0.29","2011","Racing"
"nascar 98","1.43","1996","Racing"
"nascar 99","1.45","1998","Racing"
"nascar heat","0.22","2000","Racing"
"nascar heat 2002","0.29","2001","Racing"
"nascar heat evolution","0.03","2016","Racing"
"nascar kart racing","0.39","2009","Racing"
"nascar racing","0.23","1996","Racing"
"nascar rumble","0.31","2000","Racing"
"nascar the game: inside line","0.09","2012","Racing"
"nascar thunder 2002","0.57","2001","Racing"
"nascar thunder 2003","0.24","2002","Racing"
"nascar thunder 2004","0.53","2003","Racing"
"nascar unleashed","0.18","2011","Racing"
"nascar: dirt to daytona","0.07","2002","Racing"
"natalie brooks: mystery at hillcrest high","0","2012","Action"
"natgeo challenge! wild life","0.05","2010","Misc"
"national geographic challenge!","0.08","2011","Misc"
"national geographic panda (jp sales)","0","2008","Simulation"
"national geographic panda (us sales)","0.04","2008","Simulation"
"natsuiro high school: seishun hakusho","0","2015","Action"
"natsuiro no sunadokei","0","2002","Adventure"
"natsuzora no monologue","0","2013","Adventure"
"natural doctrine","0.03","2014","Role-Playing"
"naughty bear","0.18","2010","Action"
"naval assault: the killing tide","0.08","2010","Simulation"
"naval ops: commander","0.03","2004","Simulation"
"naval ops: warship gunner","0.05","2003","Simulation"
"naxat soft reachmania vol. 1: cr galaxy angel","0","2008","Misc"
"nayuta no kiseki","0","2012","Action"
"nazo waku yakata: oto no ma ni ma ni","0","2011","Misc"
"nazotoki battle tore! densetsu no makyuu o fukkatsu saseyo!","0","2014","Action"
"nba","0.2","2005","Sports"
"nba 06","0.26","2005","Sports"
"nba 07","0.24","2006","Sports"
"nba 08","0.12","2007","Sports"
"nba 09: the inside","0.16","2008","Sports"
"nba 10: the inside","0.07","2009","Sports"
"nba 2k","0","1999","Sports"
"nba 2k10","0.88","2009","Sports"
"nba 2k11","1.84","2010","Action"
"nba 2k12","2.31","2011","Sports"
"nba 2k13","2.6","2012","Sports"
"nba 2k14","2.1","2013","Sports"
"nba 2k15","1.46","2014","Sports"
"nba 2k16","2.48","2015","Sports"
"nba 2k17","0.83","2016","Sports"
"nba 2k2","0.59","2002","Sports"
"nba 2k3","0.51","2002","Sports"
"nba 2k6","0.43","2005","Action"
"nba 2k7","0.65","2006","Sports"
"nba 2k8","0.5","2007","Sports"
"nba 2k9","1","2008","Sports"
"nba ballers","0.81","2004","Sports"
"nba ballers: chosen one","0.17","2008","Sports"
"nba ballers: phenom","0.23","2006","Sports"
"nba ballers: rebound","0.09","2006","Sports"
"nba courtside 2 featuring kobe bryant","0.2","1999","Sports"
"nba courtside 2002","0.19","2002","Sports"
"nba hangtime","0.48","1997","Sports"
"nba hoopz","0.09","2001","Sports"
"nba in the zone","0.16","1995","Sports"
"nba in the zone '98","0.25","1997","Sports"
"nba in the zone '99","0.04","1998","Sports"
"nba in the zone 2000","0.12","2000","Sports"
"nba inside drive 2002","0.28","2002","Sports"
"nba inside drive 2003","0.23","2002","Sports"
"nba inside drive 2004","0.13","2003","Sports"
"nba jam","1.75","2010","Sports"
"nba jam 2000","0.12","1999","Sports"
"nba jam 2002","0.08","2002","Sports"
"nba jam 99","0.25","1998","Sports"
"nba jam extreme","0.12","1996","Sports"
"nba jam tournament edition","0.95","1995","Sports"
"nba live 06","0.57","2005","Sports"
"nba live 06 (all region sales)","1.44","2005","Sports"
"nba live 06 (weekly american sales)","1.35","2005","Sports"
"nba live 07","1.07","2006","Sports"
"nba live 08","0.59","2007","Sports"
"nba live 09","0.5","2008","Sports"
"nba live 09 all-play","0.19","2008","Sports"
"nba live 10","0.46","2009","Sports"
"nba live 14","0.14","2013","Sports"
"nba live 15","0.15","2014","Sports"
"nba live 16","0.1","2015","Sports"
"nba live 2000","1.43","1998","Sports"
"nba live 2001","0.7","2000","Sports"
"nba live 2002","0.91","2001","Sports"
"nba live 2003","1.25","2002","Sports"
"nba live 2004","1.57","2003","Sports"
"nba live 2005","2.03","2004","Sports"
"nba live 96","0.16","1996","Sports"
"nba live 97","0.55","1996","Sports"
"nba live 98","1.41","1997","Sports"
"nba live 99","1.13","1997","Sports"
"nba shootout","0.17","1995","Sports"
"nba shootout '97","0.35","1997","Sports"
"nba shootout 2000","0.22","1999","Sports"
"nba shootout 2001","0.15","2000","Sports"
"nba shootout 2002","0.08","2001","Sports"
"nba shootout 2003","0.11","2002","Sports"
"nba shootout 2004","0.13","2003","Sports"
"nba shootout 98","0.43","1998","Sports"
"nba showtime: nba on nbc","0.31","1999","Sports"
"nba starting five","0.02","2002","Sports"
"nba street","2.19","2001","Sports"
"nba street homecourt","0.45","2007","Sports"
"nba street v3","0.52","2005","Sports"
"nba street vol. 2","1.69","2003","Sports"
"nba street: showdown","0.2","2005","Sports"
"ncaa basketball 09","0.14","2008","Sports"
"ncaa basketball 10","0.31","2009","Sports"
"ncaa basketball final four 97","0.08","1997","Sports"
"ncaa college basketball 2k3","0.12","2002","Sports"
"ncaa college football 2k3","0.05","2002","Sports"
"ncaa final four 2000","0.21","1999","Sports"
"ncaa final four 2001","0.09","2000","Sports"
"ncaa final four 2002","0.15","2001","Sports"
"ncaa final four 2003","0.09","2002","Sports"
"ncaa final four 2004","0.1","2003","Sports"
"ncaa football 06","1.53","2005","Sports"
"ncaa football 07","1.41","2006","Sports"
"ncaa football 08","0.65","2007","Sports"
"ncaa football 09","0.65","2008","Sports"
"ncaa football 09 all-play","0.16","2008","Sports"
"ncaa football 10","0.87","2009","Sports"
"ncaa football 11","0.86","2010","Sports"
"ncaa football 12","0.94","2011","Sports"
"ncaa football 13","1.02","2012","Action"
"ncaa football 14","1.01","2013","Sports"
"ncaa football 2000","0.53","1999","Sports"
"ncaa football 2001","0.39","2000","Sports"
"ncaa football 2002","0.77","2001","Sports"
"ncaa football 2003","1.16","2002","Sports"
"ncaa football 2004","1.35","2003","Sports"
"ncaa football 2005","1.32","2004","Sports"
"ncaa football 98","0.39","1997","Sports"
"ncaa football 99","0.59","1998","Sports"
"ncaa gamebreaker","0.15","1996","Sports"
"ncaa gamebreaker 2000","0.22","1999","Sports"
"ncaa gamebreaker 2001","0.18","2000","Sports"
"ncaa gamebreaker 2003","0.11","2002","Sports"
"ncaa gamebreaker 2004","0.11","2003","Sports"
"ncaa gamebreaker 99","0.25","1998","Sports"
"ncaa march madness 06","0.45","2005","Sports"
"ncaa march madness 07","0.28","2007","Sports"
"ncaa march madness 08","0.13","2007","Sports"
"ncaa march madness 2003","0.32","2002","Sports"
"ncaa march madness 2004","0.5","2003","Sports"
"ncaa march madness 2005","0.44","2004","Sports"
"ncis","0.1","2011","Adventure"
"ncis 3d","0.06","2011","Adventure"
"nectaris: military madness","0.02","1998","Strategy"
"need for speed (2015)","0.49","2015","Racing"
"need for speed carbon","0.76","2006","Racing"
"need for speed carbon: own the city","0.87","2006","Racing"
"need for speed iii: hot pursuit","2.14","1998","Racing"
"need for speed rivals","0.73","2013","Racing"
"need for speed underground","3.27","2003","Racing"
"need for speed underground 2","2.71","2004","Racing"
"need for speed underground rivals","0.69","2005","Racing"
"need for speed: high stakes","1.58","1999","Racing"
"need for speed: hot pursuit","1.05","2010","Racing"
"need for speed: hot pursuit 2","0.68","2002","Racing"
"need for speed: most wanted","2.03","2005","Racing"
"need for speed: most wanted 5-1-0","1.77","2005","Racing"
"need for speed: nitro","0.46","2009","Racing"
"need for speed: porsche unleashed","0.43","1999","Racing"
"need for speed: prostreet","0.69","2007","Racing"
"need for speed: shift","0.69","2009","Racing"
"need for speed: shift 2 unleashed","0.2","2011","Racing"
"need for speed: the run","0.09","2011","Action"
"need for speed: undercover","0.63","2008","Racing"
"need for speed: v-rally","0.43","1997","Racing"
"negima!? 3-jikanme ~koi to mahou to sekaiju densetsu~","0","2006","Adventure"
"negima!? chou mahora taisen chuu: checkiin zenin shuugou! yappari onsen kichaimashitaa","0","2007","Adventure"
"negima!? chou mahora taisen kattoiin, keiyaku shikkou dechai masuu","0","2006","Adventure"
"negima!? dream tactic yumemiru otome princess","0","2007","Strategy"
"neighborhood games","0.17","2009","Misc"
"nekketsu kouha kunio-kun sp: rantou kyousoukyoku","0","2013","Fighting"
"nendoroid generation","0","2012","Role-Playing"
"neo angelique","0","2006","Adventure"
"neo angelique special","0","2008","Adventure"
"neo atlas","0","1998","Strategy"
"neo contra","0.1","2004","Shooter"
"neogeo battle coliseum","0.16","2005","Fighting"
"neon genesis evangelion","0","1996","Adventure"
"neon genesis evangelion 2nd impression","0","1997","Role-Playing"
"neopets petpet adventures: the wand of wishing","0.11","2006","Adventure"
"neopets puzzle adventure","0.26","2008","Puzzle"
"neopets: the darkest faerie","0.15","2005","Adventure"
"nep league ds","0","2007","Sports"
"nerf n-strike","0.92","2008","Shooter"
"nerf n-strike elite","0.93","2009","Shooter"
"nerf n-strike: double blast bundle","0.09","2010","Shooter"
"nervous brickdown","0","2007","Puzzle"
"nes open tournament golf","0.41","1991","Sports"
"nes remix","0.2","2014","Action"
"net high","0","2015","Adventure"
"netsu chu! pro yakyuu 2002","0","2002","Sports"
"netsu chu! pro yakyuu 2003","0","2003","Sports"
"nettou! powerful koushien","0","2010","Sports"
"neverdead","0.06","2012","Shooter"
"neverland card battles","0.04","2008","Role-Playing"
"neverwinter nights","0","2002","Role-Playing"
"neverwinter nights 2","0","2006","Role-Playing"
"neverwinter nights 2: mask of the betrayer","0","2007","Role-Playing"
"neverwinter nights diamond","0","2004","Role-Playing"
"neves","0.01","2007","Puzzle"
"new atelier rorona: hajimari no monogatari","0","2015","Action"
"new carnival games","0.35","2010","Misc"
"new international track & field","0.07","2008","Sports"
"new interpretation stranger of sword city","0","2016","Role-Playing"
"new legends","0.07","2002","Action"
"new love plus","0","2012","Simulation"
"new play control! donkey kong jungle beat","0.24","2008","Platform"
"new play control! mario power tennis","0.37","2009","Sports"
"new play control! pikmin","0.29","2008","Strategy"
"new play control! pikmin 2","0.11","2009","Strategy"
"new prince of tennis: go to the top","0","2015","Action"
"new super luigi u","1.27","2013","Platform"
"new super mario bros.","11.38","2006","Platform"
"new super mario bros. 2","3.66","2012","Platform"
"new super mario bros. u","2.32","2012","Platform"
"new super mario bros. wii","14.59","2009","Platform"
"new tokyo legacy: operation babel","0","2015","Role-Playing"
"newu fitness first mind body, yoga & pilates workout","0.12","2010","Sports"
"next generation of chaos","0","2002","Role-Playing"
"nfl 2k","1.12","1999","Sports"
"nfl 2k1","1.02","2000","Sports"
"nfl 2k2","0.44","2001","Sports"
"nfl 2k3","1.06","2002","Sports"
"nfl blitz","1.41","1998","Sports"
"nfl blitz 20-02","0.07","2002","Sports"
"nfl blitz 20-03","0.11","2002","Sports"
"nfl blitz 2000","0.6","1998","Sports"
"nfl blitz 2001","0.33","2000","Sports"
"nfl blitz pro","0.11","2003","Sports"
"nfl fever 2002","0.74","2000","Sports"
"nfl fever 2003","0.46","2002","Sports"
"nfl fever 2004","0.24","2003","Sports"
"nfl gameday","0.47","1995","Sports"
"nfl gameday '97","0.48","1996","Sports"
"nfl gameday 2000","1","1999","Sports"
"nfl gameday 2001","0.56","2000","Sports"
"nfl gameday 2002","0.23","2001","Sports"
"nfl gameday 2004","0.2","2003","Sports"
"nfl gameday 98","1.58","1997","Sports"
"nfl gameday 99","1.44","1998","Sports"
"nfl head coach","0.38","2006","Sports"
"nfl head coach 09","0.13","2008","Sports"
"nfl qb club 2001","0.11","2000","Sports"
"nfl quarterback club 2000","0.37","1999","Sports"
"nfl quarterback club 2002","0.11","2001","Sports"
"nfl quarterback club 97","0.12","1996","Sports"
"nfl quarterback club 98","1.01","1997","Sports"
"nfl quarterback club 99","0.59","1998","Sports"
"nfl street","1.15","2004","Sports"
"nfl street 2","0.79","2004","Sports"
"nfl street 2 unleashed","0.34","2005","Sports"
"nfl street 3","0.24","2006","Sports"
"nfl tour","0.1","2008","Sports"
"nfl xtreme","0.38","1998","Sports"
"nfl xtreme 2","0.27","1999","Sports"
"nhl 06","0.48","2005","Sports"
"nhl 07","0.42","2006","Sports"
"nhl 08","0.16","2007","Action"
"nhl 09","0.45","2008","Sports"
"nhl 10","0.51","2009","Sports"
"nhl 11","0.61","2010","Sports"
"nhl 12","0.55","2011","Sports"
"nhl 13","0.51","2012","Sports"
"nhl 14","0.28","2013","Sports"
"nhl 15","0.3","2014","Sports"
"nhl 16","0","2015","Sports"
"nhl 17","0.13","2016","Sports"
"nhl 2000","0.48","1998","Sports"
"nhl 2001","0.47","2000","Sports"
"nhl 2002","0.59","2001","Sports"
"nhl 2003","0.46","2002","Sports"
"nhl 2004","0.47","2003","Sports"
"nhl 2005","0.22","2004","Sports"
"nhl 2k10","0.33","2009","Sports"
"nhl 2k11","0.24","2010","Sports"
"nhl 2k3","0.1","2002","Sports"
"nhl 2k6","0.21","2005","Sports"
"nhl 2k7","0.11","2006","Sports"
"nhl 2k8","0.11","2007","Sports"
"nhl 2k9","0.15","2008","Sports"
"nhl 97","0.26","1996","Sports"
"nhl 98","0.51","1997","Sports"
"nhl 99","0.59","1997","Sports"
"nhl blades of steel '99","0.05","1999","Sports"
"nhl blades of steel 2000","0.02","1999","Sports"
"nhl breakaway 98","0.3","1998","Sports"
"nhl breakaway 99","0.07","1998","Sports"
