"Name","NA_Sales","Year","Genre"
"nhl championship 2000","0.12","1998","Sports"
"nhl faceoff","0.25","1994","Sports"
"nhl faceoff '97","0.26","1996","Sports"
"nhl faceoff 2000","0.17","1998","Sports"
"nhl faceoff 2001","0.13","2000","Sports"
"nhl faceoff 2003","0.11","2002","Sports"
"nhl faceoff 98","0.28","1997","Sports"
"nhl faceoff 99","0.24","1997","Sports"
"nhl hitz 20-02","0.28","2001","Sports"
"nhl hitz 20-03","0.14","2002","Sports"
"nhl hitz pro","0.09","2003","Sports"
"nhl legacy","0.05","2015","Action"
"nhl open ice","0.04","1996","Sports"
"nhl powerplay '96","0.06","1996","Sports"
"nhl powerplay 98","0.03","1997","Sports"
"nhl rivals 2004","0.08","2003","Sports"
"nhl rock the rink","0.14","1999","Sports"
"nhra championship drag racing","0.12","2005","Racing"
"nhra drag racing: countdown to the championship","0.02","2007","Racing"
"ni hao, kai-lan: new year's celebration","0.19","2009","Misc"
"ni hao, kai-lan: super game day","0.18","2009","Misc"
"ni no kuni: wrath of the white witch","0.6","2011","Role-Playing"
"nichibeikan pro yakyuu: final league","0","2002","Sports"
"nichibutsu arcade classics","0","1995","Misc"
"nickelodeon dance","0.23","2011","Misc"
"nickelodeon fit","0.78","2010","Sports"
"nickelodeon party blast","0.19","2002","Misc"
"nickelodeon team umizoomi","0.45","2011","Action"
"nicktoons collection: game boy advance video volume 1","0.46","2004","Misc"
"nicktoons collection: game boy advance video volume 2","0.16","2004","Misc"
"nicktoons collection: game boy advance video volume 3","0.01","2005","Misc"
"nicktoons: attack of the toybots","0.24","2007","Platform"
"nicktoons: battle for volcano island","0.28","2006","Action"
"nicktoons: freeze frame frenzy","0.29","2004","Action"
"nicktoons: mlb","0.15","2011","Sports"
"nicktoons: movin'","0.16","2004","Action"
"nicktoons: racing","0.19","2002","Racing"
"nicktoons: unite!","0.34","2005","Adventure"
"nicola kanshuu: model * oshare audition","0","2010","Misc"
"nicola kanshuu: model * oshare audition 2","0","2011","Action"
"nicola kanshuu: model oshare * audition platina","0","2012","Action"
"nier","0.17","2010","Role-Playing"
"night at the museum: battle of the smithsonian","0.12","2009","Action"
"night head: the labyrinth","0","1995","Adventure"
"night warriors: darkstalkers' revenge","0","1995","Fighting"
"night wizard the video game: denial of the world","0","2008","Adventure"
"nightcaster","0.1","2002","Action"
"nightcaster ii: equinox","0.03","2002","Action"
"nightmare creatures","0.35","1997","Action"
"nightmare creatures ii","0.09","2000","Action"
"nights into dreams...","0","1996","Platform"
"nights of azure","0.03","2015","Action"
"nights: journey of dreams","0.33","2007","Platform"
"nightshade","0.06","2003","Action"
"nighttruth: explanation of the paranormal - the making of nighttruth: voice selection","0","1996","Misc"
"nihon keizai shinbunsha kanshuu: shiranai mamade wa son o suru mono ya okane no shikumi ds","0","2009","Misc"
"nihon pro mahjong kishikai kanshuu: pro ni naru mahjong ds","0","2005","Misc"
"nike+ kinect training","0.02","2012","Sports"
"niko puchi girls runway","0","2015","Misc"
"nikoli's pencil puzzle","0.05","2011","Puzzle"
"nil admirari no tenbin: teito genwaku toukidan","0","2016","Adventure"
"ninja assault","0.05","2002","Shooter"
"ninja blade","0.14","2009","Action"
"ninja gaiden","0.92","2004","Action"
"ninja gaiden 3","0.19","2012","Action"
"ninja gaiden black","0.07","2005","Action"
"ninja gaiden ii","0.65","2008","Action"
"ninja gaiden sigma","0.57","2007","Action"
"ninja gaiden sigma 2","0.52","2009","Action"
"ninja gaiden: dragon sword","0.17","2008","Action"
"ninja hattori kun: ninja wa shuugyou degogiru no maki","0","1986","Platform"
"ninja reflex","0.11","2008","Action"
"ninja warriors","0","1993","Action"
"ninja: shadow of darkness","0.21","1998","Action"
"ninjabread man","0.07","2007","Action"
"ninjatown","0.12","2008","Strategy"
"ninokuni: shikkoku no madoushi","0","2010","Role-Playing"
"nintendo land","2.55","2012","Misc"
"nintendo presents: crossword collection","0","2009","Puzzle"
"nintendo presents: new style boutique 2 - fashion forward","0.01","2015","Misc"
"nintendo world cup","0.28","1990","Sports"
"nintendogs","9.07","2005","Simulation"
"nintendogs + cats","1.44","2011","Simulation"
"nintendogs and cats golden retriever and new friends","0","2011","Action"
"nippon daihyou team no kantoku ni narou! sekaihatsu soccer rpg","0","1998","Sports"
"nippon no asoko de","0","2008","Misc"
"nisekoi: yomeiri!?","0","2014","Adventure"
"nisenochigiri","0","2010","Adventure"
"nisenochigiri: omoide no saki e","0","2011","Adventure"
"nishijin pachinko monogatari 2","0","1996","Misc"
"nitrobike","0.11","2008","Racing"
"nitroplus blasterz: heroines infinite duel","0.01","2015","Fighting"
"no fate! only the power of will","0","2010","Adventure"
"no fear downhill mountain biking","0.07","1998","Sports"
"no man's sky","0.58","2016","Action"
"no more heroes","0.3","2007","Action"
"no more heroes 2: desperate struggle","0.21","2010","Action"
"no more heroes: heroes' paradise","0.1","2010","Action"
"no more heroes: red zone","0","2011","Action"
"no one can stop mr. domino!","0.04","1998","Misc"
"no rules: get phat","0.03","2001","Action"
"no.1 muscle ranking - kinniku banzuke vol. 1: oregasaikyouno otokoda!","0","1999","Sports"
"no.1 muscle ranking - kinniku banzuke vol. 2: aratanarugenkai enochousen!","0","2000","Sports"
"nobunaga no yabou ds","0","2006","Strategy"
"nobunaga no yabou ds 2","0","2008","Strategy"
"nobunaga no yabou online: houou no shou","0","2012","Strategy"
"nobunaga no yabou: haouden","0.3","1993","Strategy"
"nobunaga no yabou: kakushin with power-up kit","0","2008","Strategy"
"nobunaga no yabou: ranseiki","0","2002","Strategy"
"nobunaga no yabou: reppuuden","0","1999","Strategy"
"nobunaga no yabou: soutensoku with power-up kit","0","2011","Strategy"
"nobunaga no yabou: souzou","0","2013","Strategy"
"nobunaga no yabou: tendou","0","2010","Strategy"
"nobunaga no yabou: tendou with power-up kit","0","2011","Strategy"
"nobunaga no yabou: tenshoki","0","1996","Strategy"
"nobunaga's ambition (3ds)","0","2013","Simulation"
"nobunaga's ambition ii","0","2015","Strategy"
"nobunaga's ambition: iron triangle","0.04","2006","Strategy"
"nobunaga's ambition: rise to power","0","2004","Strategy"
"nobunaga's ambition: sphere of influence","0","2014","Strategy"
"nobunaga's ambition: sphere of influence - sengoku risshiden","0","2016","Misc"
"nobunaga's ambition: tenshouki with power-up kit hd version","0","2015","Strategy"
"nodame cantabile","0","2007","Misc"
"nodame cantabile: tanoshii ongaku no jikan desu","0","2010","Misc"
"noddy in toyland","0","2011","Misc"
"noël: la neige","0","1998","Adventure"
"noël: not digital","0","1996","Adventure"
"nogizaka haruka no himitsu cosplay, hajime mashita","0","2008","Adventure"
"nonomura byoin no hitobito","0","1996","Adventure"
"nora to koku no koubou: kiri no mori no majo","0","2011","Role-Playing"
"norn + nonette: last era","0","2015","Action"
"norn9: norn + nonette","0","2013","Adventure"
"norse by norsewest: the return of the lost vikings","0.04","1997","Action"
"north american hunting extravaganza","0.33","2008","Sports"
"north american hunting extravaganza 2","0.03","2010","Sports"
"nostalgia","0.16","2008","Role-Playing"
"nounai aeshe: iq suppli ds","0","2006","Misc"
"nounai aeshe: iq suppli ds 2 - sukkiri king ketteisen","0","2007","Misc"
"nova usagi no game de ryuugaku!? ds","0","2007","Misc"
"novastorm","0.02","1995","Shooter"
"now! that's what i call music: dance & sing","0","2011","Misc"
"nppl: championship paintball 2009","0.13","2008","Shooter"
"ntra breeders' cup world thoroughbred championships","0.07","2005","Simulation"
"nuclear strike","0.66","1997","Simulation"
"nuclear strike 64","0.09","1999","Simulation"
"nurarihyon no mago: hyakki ryouran taisen","0","2011","Fighting"
"nyaruko-san: nafushigatai game no you na mono","0","2013","Adventure"
"o.d.t.: escape... or die trying","0.07","1997","Adventure"
"o.m.g. 26 - our mini games","0.02","2007","Puzzle"
"obscure","0.03","2004","Adventure"
"obscure: the aftermath","0.12","2008","Action"
"ocean commander","0.02","2009","Simulation"
"ochaken no heya ds","0","2006","Simulation"
"ochaken no heya ds 2","0","2007","Simulation"
"octomania","0.06","2007","Puzzle"
"odama","0.07","2006","Misc"
"oddworld: abe's exoddus","0.55","1998","Platform"
"oddworld: abe's oddysee","0.75","1997","Platform"
"oddworld: munch's oddysee","0.54","2001","Platform"
"oddworld: stranger's wrath","0.19","2005","Adventure"
"odin sphere","0.23","2007","Role-Playing"
"odin sphere: leifthrasir","0.06","2016","Role-Playing"
"odoru daisousasen the game: sensuikan ni sennyuu seyo!","0","2010","Adventure"
"off road challenge","0.27","1998","Racing"
"off-road drive","0","2011","Racing"
"off-world interceptor extreme","0.09","1995","Racing"
"ogre battle 64: person of lordly caliber","0.1","1999","Role-Playing"
"ogre battle saga episode five: the march of the black queen","0.06","1996","Role-Playing"
"ogre battle series: tactics ogre","0.04","1997","Role-Playing"
"oil rush","0","2012","Strategy"
"ojyousama express","0","1998","Strategy"
"ok! puzzle stars","0","2010","Puzzle"
"okaeri! chibi-robo! happy richie oosouji","0","2009","Adventure"
"okage: shadow king","0.14","2001","Role-Playing"
"okami","0.45","2008","Action"
"okamiden","0.25","2010","Adventure"
"okashi na shima no peter pan: sweet never land","0","2011","Adventure"
"olympic hockey 98","0.05","1998","Sports"
"olympic soccer: atlanta 1996","0.03","1996","Sports"
"olympic summer games: atlanta 1996","0.06","1996","Sports"
"omega boost","0.17","1999","Shooter"
"omega labyrinth","0","2015","Role-Playing"
"omega quintet","0","2014","Role-Playing"
"omerta: city of gangsters","0.52","2011","Simulation"
"one piece mansion","0.01","2001","Action"
"one piece unlimited cruise 1: the treasure beneath the waves","0","2008","Adventure"
"one piece unlimited cruise 2: awakening of a hero","0","2009","Action"
"one piece unlimited cruise sp","0","2011","Action"
"one piece: burning blood","0.1","2016","Fighting"
"one piece: daikaizoku coliseum","0","2016","Fighting"
"one piece: gear spirit","0","2007","Fighting"
"one piece: gigant battle 2 shin sekai","0","2011","Fighting"
"one piece: gigant battle!","0","2010","Fighting"
"one piece: grand battle!","0","2001","Fighting"
"one piece: pirate warriors","0.01","2012","Action"
"one piece: pirate warriors 2","0","2013","Action"
"one piece: pirate warriors 3","0","2015","Action"
"one piece: romance dawn - bouken no yoake","0","2012","Fighting"
"one piece: super grand battle! x","0","2014","Fighting"
"one piece: unlimited adventure","0.07","2007","Adventure"
"one piece: unlimited world red","0.05","2014","Action"
"onechanbara special","0","2011","Action"
"onechanbara z kagura","0","2013","Action"
"onechanbara z2: chaos","0.13","2014","Action"
"onechanbara: bikini samurai squad","0.11","2006","Action"
"onechanbara: bikini zombie slayers","0.11","2008","Action"
"oni","0.26","2001","Action"
"onigokko! portable","0","2013","Adventure"
"onimusha 2: samurai's destiny","0.62","2002","Adventure"
"onimusha 3: demon siege","0.37","2004","Action"
"onimusha essentials","0.07","2008","Action"
"onimusha tactics","0.06","2003","Strategy"
"onimusha: blade warriors","0.06","2003","Fighting"
"onimusha: dawn of dreams","0.15","2006","Action"
"onimusha: warlords","0.99","2001","Action"
"online chess kingdoms","0.01","2006","Misc"
"onna no ko to misshitsu ni itara **shichau kamoshirenai","0","2012","Adventure"
"onsei kanjou sokuteiki: kokoro scan","0","2007","Misc"
"ontamarama","0.05","2007","Action"
"ookami kakushi","0","2009","Action"
"ookami to koushinryou: boku to horo no ichinen","0","2008","Adventure"
"ookami to koushinryou: omiowataru kaze","0","2009","Adventure"
"ookiku furikabutte: honto no ace ni nareru kamo","0","2007","Sports"
"open season","0.13","2006","Platform"
"operation abyss: new tokyo legacy","0.04","2014","Role-Playing"
"operation armored liberty","0.19","2003","Action"
"operation darkness","0.07","2007","Role-Playing"
"operation flashpoint: dragon rising","0.36","2009","Shooter"
"operation flashpoint: elite","0.03","2005","Shooter"
"operation flashpoint: red river","0.06","2011","Shooter"
"operation: vietnam","0.06","2007","Shooter"
"opoona","0.08","2007","Role-Playing"
"option tuning car battle","0","1998","Racing"
"orcs & elves","0.06","2007","Role-Playing"
"order of war","0","2009","Strategy"
"order up!","0.19","2008","Misc"
"order up!!","0.04","2011","Action"
"ore no imouto ga konna ni kawaii wake ga nai happy end","0","2013","Simulation"
"ore no imouto ga konna ni kawaii wake ga nai portable","0","2011","Adventure"
"ore no shikabane o koete yuke","0","2011","Role-Playing"
"ore no yome: anata dake no hanayome","0","2010","Adventure"
"ore wa shoujo mangaka","0","2012","Action"
"ore-sama kingdom: koi no manga mo debut o mokushise! doki doki love lesson","0","2011","Action"
"orega kantoku da! gekitou pennant race","0","2000","Sports"
"oreshika: tainted bloodlines","0","2014","Role-Playing"
"original frisbee disc sports: ultimate & golf","0.01","2007","Action"
"original story from fairy tail: gekitotsu! kardia daiseidou","0","2011","Role-Playing"
"orphen: scion of sorcery","0.15","2000","Role-Playing"
"oshare majo love and berry: ds collection","0","2006","Misc"
"oshiri kajiri mushi no rhythm lesson ds: kawai ongaku kyoushitsu kanshuu","0","2008","Misc"
"osu! tatakae! ouendan","0","2005","Misc"
"otogi 2: immortal warriors","0.04","2003","Action"
"otogi: myth of demons","0.08","2002","Action"
"otogirisou","0","1992","Adventure"
"otoko yukaku","0","2015","Action"
"otome wa oanesama boku ni koi shiteru portable","0","2010","Adventure"
"otome wa oanesama ni koi shiteru portable: 2-jin no elder","0","2011","Adventure"
"otomedius gorgeous","0","2008","Shooter"
"otometeki koi kakumei * love revo","0","2006","Adventure"
"otometeki koi kakumei * love revo! portable","0","2010","Adventure"
"otometeki koi kakumei * love revo!! ds","0","2008","Adventure"
"otona no renai shousetsu: harlequin selection","0","2010","Misc"
"ou to maou to 7-nin no himegimitachi: shin ousama monogatari","0","2012","Action"
"ouchi mainichi tamagotchi","0","2012","Action"
"ouka sengoku portable","0","2012","Adventure"
"oumagatoki: kaidan romance","0","2012","Action"
"our house","0.15","2009","Strategy"
"ouran koukou host bu","0","2007","Adventure"
"outdoors unleashed: africa 3d","0.01","2011","Sports"
"outdoors unleashed: alaska 3d","0.01","2011","Sports"
"outlaw golf","0.22","2002","Sports"
"outlaw golf 2","0.17","2004","Sports"
"outlaw golf: nine holes of christmas","0.08","2002","Sports"
"outlaw tennis","0.04","2005","Sports"
"outlaw volleyball","0.19","2003","Sports"
"outlaw volleyball remixed","0.02","2004","Sports"
"outrun 2","0.11","2004","Racing"
"outrun 2006: coast 2 coast","0.02","2006","Racing"
"over g fighters","0.19","2006","Simulation"
"over the hedge","0.45","2006","Platform"
"over the hedge: hammy goes nuts!","0.12","2006","Platform"
"overblood","0.05","1996","Action"
"overblood 2","0","1998","Action"
"overlord","0.34","2007","Strategy"
"overlord ii","0.15","2009","Action"
"overlord: dark legend","0.12","2009","Action"
"overlord: minions","0.07","2009","Puzzle"
"overlord: raising hell","0.07","2008","Action"
"overwatch","0.64","2016","Shooter"
"oyaku de asoberu ds ehon: ukkari penelope","0","2008","Simulation"
"ozmafia!! -vivace-","0","2015","Adventure"
"ozzy & drix","0.01","2003","Platform"
"p.n.03 - product number three","0.06","2003","Shooter"
"p.t.o. iv: pacific theater of operations","0.04","2002","Strategy"
"pac 'n roll","0.09","2005","Platform"
"pac-man","7.28","1982","Puzzle"
"pac-man & galaga dimensions","0.1","2011","Misc"
"pac-man all-stars","0.2","2011","Fighting"
"pac-man and the ghostly adventures","0.04","2013","Platform"
"pac-man and the ghostly adventures 2","0.05","2014","Adventure"
"pac-man collection","2.07","2001","Puzzle"
"pac-man fever","0.25","2001","Misc"
"pac-man party","0.47","2010","Misc"
"pac-man party 3d","0.09","2011","Misc"
"pac-man pinball advance","0.08","2005","Misc"
"pac-man player's choice bundle","0.48","2003","Misc"
"pac-man power pack","0.04","2008","Misc"
"pac-man world","1.21","1998","Action"
"pac-man world 2","1.26","2002","Action"
"pac-man world 3","0.07","2005","Platform"
"pac-man world rally","0.06","2006","Racing"
"pac-man: adventures in time","0.76","2006","Fighting"
"pac-pix","0.16","2005","Puzzle"
"pachi-slot aruze oukoku 2","0","1999","Misc"
"pachi-slot aruze oukoku 3","0","2000","Misc"
"pachi-slot aruze oukoku 4","0","2000","Misc"
"pachi-slot higrashi no naku koro ni matsuri","0","2010","Misc"
"pachi-slot kanzen kouryaku 3: universal koushiki gaido volume 3","0","1998","Misc"
